year,Base case cost,Modeled non-residential ashp
2017,228329.506981,242467.785877
2018,254696.306981,266387.025715
2019,289600.339122,297958.175257
2020,304221.151264,310881.052833
2021,316732.407295,322059.535386
2022,322981.728113,327287.012879
2023,326436.856286,329939.440778
2024,326136.489246,328915.93138
2025,329335.846095,331332.122431
2026,334134.954267,335202.525623
2027,337123.485086,337414.290129
2028,339169.224582,338768.473424
2029,336648.164391,335409.877981
2030,334492.740736,332641.270176
2031,335338.922373,332588.58833
