year,Base case cost,Modeled non-residential ashp
2017,595166.642713,656811.193022
2018,630649.865146,688676.104411
2019,683754.961074,737447.652162
2020,707167.383203,758058.411386
2021,723707.825028,772245.963491
2022,740514.5505,787064.554577
2023,748851.611413,793610.9801
2024,755799.712173,798881.96189
2025,764143.613238,805495.038537
2026,779982.740534,819548.943364
2027,788439.172816,826331.591406
2028,795479.024489,831808.436577
2029,811543.040417,846169.809696
2030,817232.75209,850432.89401
2031,827131.593459,858680.97032
