year,Base case cost,Modeled non-residential ashp
2017,536492.68062,538330.138141
2018,600759.579002,580740.256178
2019,689126.564278,640080.826699
2020,731301.716342,667146.090202
2021,759418.484384,684428.078871
2022,783518.571278,698954.634845
2023,797576.955299,706506.924707
2024,811635.33932,714112.85314
2025,825693.723341,721771.162986
2026,843768.788511,732292.303351
2027,859835.513107,741457.560137
2028,873893.897128,749265.76252
2029,891968.962298,759933.282313
2030,902010.665171,765023.972553
2031,922094.070915,777189.288426
