year,Base case cost,Modeled non-residential ashp
2017,28077.2534619,84051.1757332
2018,29773.1372452,84169.0626964
2019,32097.1261334,84700.450953
2020,33164.9048117,84470.3537337
2021,33918.6309376,84065.502689
2022,34483.925532,83563.7039128
2023,34860.788595,82964.476991
2024,35174.8411474,82345.6507063
2025,35551.7042104,81785.0649754
2026,36054.1882943,81321.4213983
2027,36431.0513572,80797.6868391
2028,36745.1039097,80252.5835695
2029,37184.7774831,79803.1420498
2030,37436.0195251,79253.2100704
2031,37938.503609,78876.4335016
