year,Base case cost,Modeled residential ashp
2017,24709.5281216,168869.503606
2018,26738.4407083,166509.70739
2019,29403.8659209,164171.645317
2020,30979.6007767,162152.490044
2021,32294.7958606,160267.622728
2022,33454.3460994,158485.608196
2023,34448.0662213,156794.948338
2024,34758.400656,154541.819486
2025,35771.3596249,152975.994192
2026,37576.1707399,152117.984518
2027,38625.344009,150689.077612
2028,39620.3722693,149322.107252
2029,40764.4316349,148016.632481
2030,41714.3684615,146765.851502
2031,43641.4028399,146267.448666
