year,Base case cost,Modeled transmission and interties
2021,426529.811489,2262700.15225
2022,439555.366105,2249668.62958
2023,449143.83887,2234242.30551
2024,457443.210386,2218025.43391
2025,467139.629736,2203192.24842
2026,480709.610607,2193111.93767
2027,490546.829851,2180284.12153
2028,499073.04564,2166587.3453
2029,510972.201106,2156341.35164
2030,518231.21785,2142331.95856
2031,532261.145042,2135412.11407
2032,545802.965935,2128463.52035
2033,557422.086056,2121411.43478
2034,572548.687976,2116390.39955
2035,582795.791355,2108032.9088
2036,596060.70579,2102659.74522
2037,605139.170051,2093951.16428
2038,619219.159426,2091079.43668
2039,630533.213112,2084875.3585
2040,646942.658507,2085348.09872
