year,Base case cost,Modeled non-residential ashp
2017,2986132.29511,2987824.24953
2018,3331839.72454,2480272.26988
2019,3815830.12575,1812962.54264
2020,4057825.32636,1431757.98577
2021,4219155.4601,1147426.01456
2022,4334391.26991,919375.012271
2023,4426579.91776,720527.3173
2024,4495721.40364,550831.87553
2025,4576386.47051,369700.749924
2026,4680098.69934,163572.565232
2027,4772287.34719,-27062.1278341
2028,4841428.83308,-188737.059396
2029,4933617.48093,-375548.348373
2030,4991235.38584,-519976.788722
2031,5106471.19565,-730167.193588
