year,Base case cost,Modeled residential ashp
2017,183903.876334,364567.916906
2018,195009.382658,372235.792138
2019,209816.724424,383662.832922
2020,216883.864812,387472.261834
2021,221595.291737,389015.175553
2022,234419.608606,398750.515196
2023,237220.86392,398540.603947
2024,239321.805405,397704.530749
2025,241772.903805,397285.199284
2026,244924.316033,397629.185731
2027,247725.571348,397690.371838
2028,249826.512833,397119.042155
2029,252627.768147,397306.432296
2030,254728.709633,396858.348752
2031,257880.121861,397514.279486
