year,Base case cost,Modeled non-residential ashp
2017,167401.355418,211812.22746
2018,180288.181229,225318.781469
2019,197377.232848,243376.572598
2020,205221.38769,251452.938139
2021,210544.207046,256813.868494
2022,214746.432854,260972.938424
2023,217267.768339,263324.414889
2024,219789.103824,265684.64185
2025,222310.439309,268053.414217
2026,225672.219955,271338.808693
2027,228473.703827,274026.834714
2028,230714.890925,276117.301274
2029,233796.523184,279123.81682
2030,235757.561894,280926.886231
2031,239119.342541,284251.162577
