year,Base case cost,Modeled residential ashp
2017,127706.756527,225425.12951
2018,137537.828217,236378.26365
2019,150574.684155,251250.053779
2020,156558.81475,257574.709817
2021,160619.474796,261584.321608
2022,163825.259043,264576.832084
2023,159011.071354,259294.689945
2024,160856.353145,260692.682535
2025,162701.634936,262110.856031
2026,165162.010658,264301.752319
2027,167212.323759,266009.884706
2028,168852.57424,267234.802111
2029,178358.14763,276481.317795
2030,179854.180278,277552.322393
2031,182418.807676,279939.294127
