year,annotation,consumption,consumption residential,consumption non-residential
2003,,556226.0,257532.0,298694.0
2004,,634938.0,279712.0,355226.0
2005,,542257.0,277258.0,264999.0
2006,,515850.0,266048.0,249802.0
2007,,481242.0,275236.0,206006.0
2008,,517384.0,274369.0,243015.0
2009,,488027.0,273670.0,214357.0
2010,,742539.0,279746.0,462793.0
2011,,697614.0,290577.0,407037.0
2012,,644253.0,301468.0,342785.0
2013,,604914.0,299622.0,305292.0
2014,start of forecast,654904.0,303199.0,351705.0
2015,,659456.0,307751.0,351705.0
2016,,664563.0,312859.0,351705.0
2017,,671319.0,319614.0,351705.0
2018,,676745.0,325041.0,351705.0
2019,,682165.0,330460.0,351705.0
2020,,688438.0,336733.0,351705.0
2021,,693721.0,342016.0,351705.0
2022,,698677.0,346973.0,351705.0
2023,,703523.0,351819.0,351705.0
2024,,709775.0,358071.0,351705.0
2025,,716090.0,364385.0,351705.0
2026,,721527.0,369822.0,351705.0
2027,,727654.0,375949.0,351705.0
2028,,733297.0,381592.0,351705.0
2029,,738914.0,387209.0,351705.0
2030,,744632.0,392927.0,351705.0
2031,,750825.0,399121.0,351705.0
2032,,756605.0,404901.0,351705.0
2033,,762115.0,410410.0,351705.0
2034,,768007.0,416302.0,351705.0
2035,,773939.0,422234.0,351705.0
2036,,780327.0,428623.0,351705.0
2037,,787305.0,435600.0,351705.0
2038,,795257.0,443552.0,351705.0
2039,,801461.0,449757.0,351705.0
2040,,809504.0,457799.0,351705.0
