year,Base case cost,Modeled transmission and interties
2021,423038.371946,1450409.04137
2022,437592.953519,1466980.93284
2023,448842.558582,1480149.85293
2024,459586.145131,1492239.57704
2025,472174.562122,1506299.94077
2026,486163.836907,1521718.73212
2027,498488.903663,1536115.83911
2028,509744.023914,1548781.47743
2029,523544.403505,1564091.80551
2030,533826.093045,1575770.59043
2031,549140.391787,1592668.49082
2032,564628.418957,1610421.90415
2033,579651.791523,1626986.23643
2034,595474.866374,1645121.09695
2035,608316.98202,1659571.65703
2036,625753.24941,1678727.77483
2037,638895.942811,1693512.30281
2038,657471.096557,1714755.9819
2039,671543.099165,1731173.62857
2040,693210.894675,1754960.95395
