year,Base case cost,Modeled non-residential ashp
2017,350335.130552,436095.271047
2018,379255.192371,463385.704314
2019,417955.682183,499825.741621
2020,447411.167712,528229.85389
2021,465666.147382,545748.872279
2022,481069.972444,560627.010712
2023,494285.35138,573474.409007
2024,506850.541876,585724.187526
2025,520403.961961,598909.62697
2026,535833.680882,613866.227924
2027,557738.159763,635402.726166
2028,571042.032771,648391.187195
2029,586297.324869,663225.92999
2030,599013.60965,675679.371456
2031,615557.612357,691750.256197
