year,Base case cost,Modeled residential ashp
2017,140807.342537,163701.488881
2018,151636.232537,173756.083253
2019,167277.962537,188528.614472
2020,174497.222537,195078.796063
2021,179711.132537,199680.278701
2022,183721.832537,203117.025387
2023,181534.37172,200393.812791
2024,183486.02172,201838.697449
2025,186218.33172,204057.172767
2026,189340.97172,206667.603922
2027,192073.28172,208906.981009
2028,194019.960928,210388.710179
2029,197142.520928,213029.321775
2030,199094.120928,214535.438029
2031,202216.680928,217195.059677
