year,Base case cost,Modeled residential ashp
2017,48193.2429686,23059.1503389
2018,51479.0512521,25625.5323452
2019,56042.673868,29189.9517985
2020,58233.2127236,30900.8731361
2021,59693.5719607,32041.4873612
2022,60788.8413886,32896.9480299
2023,61610.2934594,33538.5435315
2024,62249.2006256,34037.562255
2025,62979.3802442,34607.8693675
2026,70639.8924442,42068.540935
2027,71548.0999003,42796.8918218
2028,72254.4834773,43363.386956
2029,73162.6909333,44091.7378428
2030,73768.1625707,44577.3051007
2031,74777.2819664,45386.5838638
