year,Base case cost,Modeled non-residential ashp
2017,26802.6206035,59295.9156554
2018,32275.091766,61512.1861403
2019,36951.038469,61599.8500705
2020,39138.1748301,61640.8541669
2021,40721.9632295,61670.5467884
2022,41853.2406577,61691.7558038
2023,42682.844105,61707.3090817
2024,43361.6105619,61720.0344909
2025,44115.795514,61734.1738345
2026,45096.2359517,61752.5549812
2027,45925.839399,61768.1082591
2028,46604.6058559,61780.8336683
2029,47585.0462936,61799.214815
2030,48112.9757601,61809.1123555
2031,49093.4161978,61827.4935021
