year,Base case cost,Modeled non-residential ashp
2017,444879.017313,493019.334037
2018,478428.61186,523040.446448
2019,524516.287407,564647.200677
2020,539467.412523,577051.534093
2021,554229.65757,589794.098664
2022,565126.275617,598995.062716
2023,572696.710211,605150.540075
2024,571905.24278,603072.400241
2025,579285.841374,609083.767322
2026,588140.77992,616470.891232
2027,595710.551561,622692.022661
2028,594471.836177,620239.007344
2029,602728.076271,627118.768396
2030,600282.157387,623570.164916
2031,609097.792528,630987.676319
