year,Base case cost,Modeled residential ashp
2017,444879.017313,514945.181555
2018,478428.61186,543204.085008
2019,524516.287407,582553.241877
2020,539467.412523,593701.231866
2021,554229.65757,605459.243204
2022,565126.275617,613842.185653
2023,572696.710211,619323.742169
2024,571905.24278,616636.794497
2025,579285.841374,621995.182834
2026,588140.77992,628676.881111
2027,595710.551561,634253.072509
2028,594471.836177,631223.496371
2029,602728.076271,637441.368607
2030,600282.157387,633371.617565
2031,609097.792528,640113.619368
