year,Base case cost,Modeled residential ashp
2017,391645.359509,540959.4618
2018,419141.985147,560664.627243
2019,457282.465872,587997.598665
2020,474135.236424,600074.958131
2021,486553.067358,608974.065106
2022,495422.946596,615330.570087
2023,505260.761461,623660.360399
2024,510630.683954,627522.258338
2025,516895.593529,632027.805933
2026,524055.490186,637177.003185
2027,530320.399761,641682.550781
2028,535690.322253,645544.44872
2029,541955.231828,650049.996315
2030,546430.167239,653268.244598
2031,558537.905767,663365.283721
