year,Base case cost,Modeled non-residential ashp
2017,391645.359509,547871.111795
2018,419141.985147,570464.386043
2019,457282.465872,601803.443872
2020,474135.236424,615650.93454
2021,486553.067358,625854.348717
2022,495422.946596,633142.5017
2023,505260.761461,642031.280813
2024,510630.683954,646452.167553
2025,516895.593529,651609.868749
2026,524055.490186,657504.384402
2027,530320.399761,662662.085599
2028,535690.322253,667082.972339
2029,541955.231828,672240.673535
2030,546430.167239,675924.745818
2031,558537.905767,686767.103343
