year,Base case cost,Modeled transmission and interties
2021,921429.790223,2379897.68468
2022,943953.85958,2410992.70236
2023,957094.748576,2429415.16739
2024,970890.759543,2448740.29453
2025,986232.14852,2468380.59361
2026,1003765.16449,2493427.23822
2027,1019106.55347,2514467.8542
2028,1032256.31545,2531502.44154
2029,1048304.58547,2554917.02375
2030,1059270.11461,2569355.63543
2031,1076814.96123,2593017.91884
2032,1096552.91367,2619287.67223
2033,1114097.76029,2644351.21741
2034,1134600.26817,2671672.64033
2035,1149314.63296,2690856.54402
2036,1166109.71245,2716293.87804
2037,1180080.22543,2733051.35555
2038,1200665.54783,2761888.5647
2039,1214675.98924,2781508.32173
2040,1235849.88623,2810745.81832
