year,Base case cost,Modeled solar power (pv)
2016,223653.113417,245138.689368
2017,274705.891886,295551.555907
2018,313213.799831,333594.766513
2019,368422.704103,388128.696969
2020,394226.380872,413646.825449
2021,413008.981449,432238.121395
2022,426165.088607,445277.233059
2023,436512.198673,455544.736429
2024,445238.079706,464210.079989
2025,454199.106234,473111.890822
2026,466018.708724,484839.243336
2027,476438.770555,495185.924068
2028,485455.042109,504147.251146
2029,496844.016704,515449.010591
2030,502788.523158,521374.578409
2031,515863.887586,534349.220178
2032,528312.433449,546715.398265
2033,542237.013084,560543.085532
2034,556212.588128,574423.711954
2035,565650.988343,583816.998467
