year,Base case cost,Modeled non-residential ashp
2017,319137.574681,368631.736431
2018,343574.947108,392795.199498
2019,388446.695252,437283.474539
2020,404958.647051,453615.428758
2021,427872.960935,476404.526936
2022,436724.295993,485161.950213
2023,455204.242454,503571.462838
2024,459748.111825,508068.376319
2025,478700.865654,526950.696313
2026,498008.22501,546187.621833
2027,505178.634593,553287.597581
2028,523385.077272,571439.258389
2029,543539.54983,591523.297111
2030,548556.22657,596493.01796
2031,570039.319593,617897.851166
