year,Base case cost,Modeled residential ashp
2017,946101.737905,996008.865727
2018,1009360.18335,1038611.82438
2019,1100138.08632,1100988.43302
2020,1146723.19108,1134663.85853
2021,1185200.72976,1163674.2991
2022,1224743.22786,1196331.63494
2023,1250697.41369,1217982.59435
2024,1276919.75045,1239901.7047
2025,1310850.83813,1269529.56597
2026,1342454.30505,1295108.5159
2027,1372017.4729,1319507.81205
2028,1397017.37094,1341065.12897
2029,1434919.44441,1373803.33073
2030,1468258.24807,1403699.55326
2031,1501711.95642,1431128.74463
