year,Base case cost,Modeled non-residential ashp
2017,149476.900406,150355.264723
2018,158614.922748,158863.093134
2019,171342.88244,170713.282706
2020,177217.325375,176182.600971
2021,181459.978605,180132.664161
2022,184397.200073,182867.323293
2023,186681.705658,184994.280396
2024,188313.495362,186513.535469
2025,190271.643007,188336.641557
2026,192882.506534,190767.449675
2027,195167.01212,192894.406778
2028,196798.801824,194413.661851
2029,199409.66535,196844.469968
2030,200715.097113,198059.874027
2031,203325.96064,200490.682144
