year,annotation,consumption,consumption residential,consumption non-residential
2003,,343088.0,82950.0,260138.0
2004,,297753.0,80842.0,216911.0
2005,,317458.0,107094.0,210364.0
2006,,296899.0,85140.0,211759.0
2007,,131329.0,36384.0,94945.0
2008,,570163.0,99577.0,470585.0
2009,,568174.0,97589.0,470585.0
2010,,573476.0,102891.0,470585.0
2011,,388816.0,85897.0,302919.0
2012,,495458.0,88466.0,406992.0
2013,,630903.0,110510.0,520393.0
2014,,635695.0,127675.0,508020.0
2015,,525137.0,141794.0,383343.0
2016,start of forecast,573107.0,102521.0,470585.0
2017,,573120.0,102535.0,470585.0
2018,,573149.0,102564.0,470585.0
2019,,573185.0,102600.0,470585.0
2020,,573238.0,102653.0,470585.0
2021,,573304.0,102718.0,470585.0
2022,,573364.0,102778.0,470585.0
2023,,573418.0,102833.0,470585.0
2024,,573461.0,102876.0,470585.0
2025,,573497.0,102912.0,470585.0
2026,,573536.0,102950.0,470585.0
2027,,573580.0,102995.0,470585.0
2028,,573627.0,103041.0,470585.0
2029,,573628.0,103043.0,470585.0
2030,,573644.0,103059.0,470585.0
2031,,573669.0,103084.0,470585.0
2032,,573723.0,103138.0,470585.0
2033,,573787.0,103201.0,470585.0
2034,,573848.0,103263.0,470585.0
2035,,573899.0,103313.0,470585.0
2036,,573938.0,103353.0,470585.0
2037,,573967.0,103382.0,470585.0
2038,,573995.0,103410.0,470585.0
2039,,574021.0,103436.0,470585.0
2040,,574079.0,103494.0,470585.0
