year,Base case cost,Modeled residential ashp
2017,39244.6091945,51839.724338
2018,43255.788341,53856.2437796
2019,48986.0442646,56996.1391541
2020,51707.9158283,58206.7650456
2021,53570.2490035,58875.2368357
2022,55002.8129844,59278.7387567
2023,56005.607771,59416.9774975
2024,56865.1461595,59474.6563439
2025,57724.6845481,59543.9904316
2026,59013.9921309,59902.1911779
2027,60016.7869175,60086.5175065
2028,60876.325306,60189.2037634
2029,62022.3764908,60487.4801236
2030,62595.4020831,60426.1289703
2031,63884.7096659,60837.3614389
