year,Base case cost,Modeled non-residential ashp
2017,114290.895277,126875.762015
2018,125972.53169,136794.529248
2019,142660.583708,151204.179665
2020,150587.408417,157788.712653
2021,156011.025323,162145.892934
2022,160183.038328,165395.052275
2023,163103.447431,167535.919062
2024,165606.655234,169314.63465
2025,168109.863036,171104.143305
2026,171864.67474,174023.801968
2027,174785.083844,176207.347102
2028,177288.291646,178027.740763
2029,180625.90205,180604.357262
2030,182294.707252,181697.746727
2031,186049.518956,184666.514192
