year,Base case cost,Modeled non-residential ashp
2017,11717.8669594,22322.0933903
2018,12411.0990311,22334.7274082
2019,13356.4154925,22444.2629545
2020,13766.0526257,22365.21815
2021,14081.1581129,22257.2615609
2022,14301.7319538,22120.2682619
2023,14427.7741487,21954.1162615
2024,14553.8163435,21792.9285031
2025,14711.3690871,21648.0026854
2026,14900.4323794,21519.2251926
2027,15026.4745742,21372.2429471
2028,15152.5167691,21229.7756535
2029,15310.0695126,21103.1315521
2030,15436.1117075,20969.3792083
2031,15593.664451,20851.2457952
