year,Base case cost,Modeled residential ashp
2017,4681199.03128,8384312.36042
2018,5029799.58044,8605906.71146
2019,5536059.31118,8969593.46809
2020,5761854.17113,9085640.7032
2021,5913749.53804,9137080.80478
2022,6031909.28799,9161096.11173
2023,6103043.9141,9144352.41754
2024,6154469.87326,9112654.64462
2025,6231723.26321,9105624.73301
2026,6314285.9009,9104170.75227
2027,6390554.09006,9099584.11644
2028,6440491.41001,9073256.58735
2029,6544139.71922,9097851.83954
2030,6601236.12538,9081876.41468
2031,6696956.21075,9101661.62484
