year,Base case cost,Modeled residential ashp
2017,625375.914292,895116.468413
2018,690081.879854,925171.33385
2019,786848.879083,972271.756232
2020,830207.807815,992529.951546
2021,862727.004363,1007723.59803
2022,884406.468729,1017852.69569
2023,901750.040222,1025955.97382
2024,910082.162764,1027357.87633
2025,925180.221395,1034370.67827
2026,946748.876582,1044388.96675
2027,956905.437108,1046460.27058
2028,966906.864784,1048376.44156
2029,983984.494248,1056213.77765
2030,989494.896201,1055948.99625
2031,1005457.19821,1060360.93155
