year,Base case cost,Modeled non-residential ashp
2017,2397481.44228,2845424.39184
2018,2622045.68247,3016604.82285
2019,2929781.86346,3251185.4135
2020,3087808.55099,3371645.71681
2021,3187614.87996,3447725.90837
2022,3270786.82077,3511126.068
2023,3320689.98525,3549166.16379
2024,3370593.14974,3587206.25957
2025,3420496.31422,3625246.35535
2026,3487033.86687,3675966.48305
2027,3545254.22544,3720346.5948
2028,3595157.38992,3758386.69058
2029,3653377.74849,3802766.80232
2030,3694963.71889,3834466.88214
2031,3761501.27154,3885187.00985
