year,Base case cost,Modeled non-residential ashp
2017,746895.587595,967129.723612
2018,788028.175388,1002006.79281
2019,843968.494786,1051003.21894
2020,870293.350974,1072045.41708
2021,888391.689603,1085387.77316
2022,901554.117697,1094144.54678
2023,911425.938767,1099871.84973
2024,919652.456326,1104125.84266
2025,927878.973884,1108462.73394
2026,939396.098466,1115996.97655
2027,949267.919537,1122052.07927
2028,957494.437095,1126626.18915
2029,967366.258166,1132833.8926
2030,973947.472212,1135998.82868
2031,985464.596795,1143910.26149
