year,Base case cost,Modeled residential ashp
2017,545425.586127,1023685.74446
2018,588306.191191,1051443.94867
2019,643823.669386,1089970.4122
2020,670997.661543,1104541.14004
2021,699430.485146,1121738.65779
2022,724486.754781,1136458.88124
2023,739846.919266,1142145.5819
2024,761513.227386,1154564.443
2025,783447.68644,1167441.01548
2026,808482.326094,1183139.07234
2027,824713.981113,1190446.83044
2028,847466.300513,1204683.70177
2029,871969.823413,1220612.27387
2030,893775.392113,1234475.06913
2031,920405.529821,1252631.13012
