year,Base case cost,Modeled non-residential ashp
2017,806254.37132,903617.483064
2018,860188.894494,954175.985147
2019,934777.367228,1024929.35697
2020,971904.720402,1059246.9702
2021,1001059.57314,1085852.26055
2022,1025438.96631,1107856.25265
2023,1044942.67904,1125157.6282
2024,1062898.16178,1140997.87345
2025,1080997.05495,1157025.13602
2026,1102747.23769,1176661.38047
2027,1122930.35086,1194814.58836
2028,1133517.3091,1203454.69967
2029,1153956.41184,1221944.1694
2030,1170993.17501,1237154.9228
2031,1193554.06775,1257800.2899
