year,Base case cost,Modeled residential ashp
2017,460026.536736,780478.894469
2018,500573.120906,808798.785258
2019,544518.264732,838983.986667
2020,577618.636963,862064.216124
2021,597665.677555,873377.21177
2022,622648.622113,890343.189838
2023,638034.028469,898236.693214
2024,659360.06639,912592.419522
2025,682093.058309,928307.921887
2026,699341.275252,938299.700515
2027,722691.014318,954904.656941
2028,736871.418276,962660.316506
2029,761976.707555,981092.437176
2030,776519.115273,989464.078599
2031,803487.215138,1009818.57583
