year,annotation,consumption,consumption residential,consumption non-residential
2003,,69324.0,23120.0,46204.0
2004,,76237.0,25069.0,51168.0
2005,,86108.0,24676.0,61432.0
2006,,85607.0,25101.0,60506.0
2007,,79887.0,22543.0,57344.0
2008,,63249.0,17997.0,45252.0
2009,,52930.0,17670.0,35260.0
2010,,53541.0,20585.0,32955.0
2011,,53093.0,20137.0,32955.0
2012,,56605.0,19461.0,37144.0
2013,,52610.0,16965.0,35645.0
2014,,49357.0,17528.0,31829.0
2015,,51630.0,20238.0,31392.0
2016,start of forecast,53798.0,20843.0,32955.0
2017,,53917.0,20961.0,32955.0
2018,,54027.0,21072.0,32955.0
2019,,54158.0,21203.0,32955.0
2020,,54248.0,21293.0,32955.0
2021,,54344.0,21388.0,32955.0
2022,,54408.0,21453.0,32955.0
2023,,54460.0,21505.0,32955.0
2024,,54506.0,21550.0,32955.0
2025,,54552.0,21597.0,32955.0
2026,,54599.0,21644.0,32955.0
2027,,54722.0,21766.0,32955.0
2028,,54753.0,21797.0,32955.0
2029,,54808.0,21853.0,32955.0
2030,,54851.0,21895.0,32955.0
2031,,54893.0,21938.0,32955.0
2032,,54936.0,21981.0,32955.0
2033,,54979.0,22023.0,32955.0
2034,,55025.0,22070.0,32955.0
2035,,55074.0,22119.0,32955.0
2036,,55120.0,22164.0,32955.0
2037,,55178.0,22223.0,32955.0
2038,,55249.0,22294.0,32955.0
2039,,55352.0,22396.0,32955.0
2040,,55417.0,22462.0,32955.0
