year,Base case cost,Modeled non-residential ashp
2017,102386.314323,148658.46094
2018,108676.590278,155233.223283
2019,117242.072429,164333.579013
2020,121257.142188,168409.463533
2021,123933.85536,171013.543999
2022,125807.554581,172737.765224
2023,127279.746826,174026.040372
2024,128350.432095,174878.178123
2025,129688.788681,176034.173426
2026,131294.816584,177493.843825
2027,132633.17317,178664.865711
2028,133837.694098,179695.101435
2029,135309.886343,181028.490143
2030,136246.735953,181776.647747
2031,137852.763857,183271.739409
