year,Base case cost,Modeled residential ashp
2017,425412.355722,718401.065647
2018,458494.097306,742493.758729
2019,510056.159305,783842.991469
2020,531427.270097,797736.599345
2021,553251.421304,812786.232491
2022,564527.592096,817891.346088
2023,578278.083303,825974.784624
2024,584936.414888,827177.402959
2025,593487.71568,830191.729409
2026,609485.526887,840665.317253
2027,617169.557679,843125.224065
2028,623900.529264,844833.030006
2029,640263.641263,855984.939961
2030,645120.192055,856212.963961
2031,662713.133262,868694.710277
