year,Base case cost,Modeled non-residential ashp
2017,158491.447358,205765.026953
2018,170627.638245,216752.934116
2019,187618.305487,232419.043999
2020,195593.516642,239441.457113
2021,201141.489619,244147.54273
2022,205302.469351,247536.065598
2023,208423.204151,249939.722064
2024,210503.694017,251358.178177
2025,213624.428817,253789.337658
2026,216745.163616,256233.767105
2027,219865.898416,258691.155508
2028,222293.136593,260495.122524
2029,225413.871393,262977.524772
2030,227494.361259,264472.881066
2031,230961.84437,267312.176686
