year,Base case cost,Modeled residential ashp
2017,319137.574681,558320.38797
2018,343574.947108,576636.806478
2019,388446.695252,614721.951843
2020,404958.647051,625963.122448
2021,427872.960935,644082.921243
2022,436724.295993,648450.017993
2023,455204.242454,662699.254499
2024,459748.111825,663263.838876
2025,478700.865654,678159.111098
2026,498008.22501,693492.570012
2027,505178.634593,696770.701421
2028,523385.077272,711273.764317
2029,543539.54983,727693.508951
2030,548556.22657,729215.258168
2031,570039.319593,747059.280331
