year,annotation,consumption,consumption residential,consumption non-residential
2003,,499274.0,212563.0,286711.0
2004,,555122.0,225740.0,329382.0
2005,,502472.0,201537.0,300935.0
2006,,509384.0,199241.0,310143.0
2007,,540315.0,188293.0,352022.0
2008,,517918.0,176823.0,341095.0
2009,,574617.0,195611.0,379006.0
2010,,587055.0,211586.0,375469.0
2011,,547474.0,210679.0,336795.0
2012,,546763.0,219846.0,326917.0
2013,,552511.0,217406.0,335105.0
2014,,544700.0,218832.0,325868.0
2015,,553708.0,235753.0,317955.0
2016,start of forecast,549276.0,222966.0,326309.0
2017,,550662.0,224353.0,326309.0
2018,,552211.0,225901.0,326309.0
2019,,553980.0,227671.0,326309.0
2020,,555593.0,229284.0,326309.0
2021,,557321.0,231012.0,326309.0
2022,,558973.0,232664.0,326309.0
2023,,560537.0,234228.0,326309.0
2024,,562166.0,235857.0,326309.0
2025,,563929.0,237620.0,326309.0
2026,,565870.0,239561.0,326309.0
2027,,567908.0,241599.0,326309.0
2028,,569988.0,243678.0,326309.0
2029,,572022.0,245712.0,326309.0
2030,,574070.0,247760.0,326309.0
2031,,576006.0,249697.0,326309.0
2032,,577999.0,251690.0,326309.0
2033,,580019.0,253710.0,326309.0
2034,,582050.0,255741.0,326309.0
2035,,583989.0,257680.0,326309.0
2036,,585862.0,259552.0,326309.0
2037,,587676.0,261367.0,326309.0
2038,,589642.0,263332.0,326309.0
2039,,591358.0,265049.0,326309.0
2040,,593018.0,266709.0,326309.0
