year,annotation,consumption,consumption residential,consumption non-residential
2003,,649607.0,178816.0,470791.0
2004,,593752.0,173657.0,420095.0
2005,,585032.0,186620.0,398412.0
2006,,559362.0,179490.0,379872.0
2007,,527565.0,166897.0,360668.0
2008,,555284.0,167513.0,387771.0
2009,,540795.0,129416.0,411379.0
2010,,550754.0,130132.0,420622.0
2011,,529150.0,127820.0,401330.0
2012,,531805.0,124378.0,407427.0
2013,,528102.0,130658.0,397444.0
2014,,502904.0,117486.0,385418.0
2015,,477535.0,105199.0,372336.0
2016,start of forecast,508846.0,123780.0,385066.0
2017,,508111.0,123045.0,385066.0
2018,,507348.0,122282.0,385066.0
2019,,506515.0,121449.0,385066.0
2020,,505638.0,120572.0,385066.0
2021,,504691.0,119625.0,385066.0
2022,,503671.0,118605.0,385066.0
2023,,502552.0,117486.0,385066.0
2024,,501386.0,116320.0,385066.0
2025,,500195.0,115129.0,385066.0
2026,,499017.0,113951.0,385066.0
2027,,497802.0,112736.0,385066.0
2028,,496573.0,111507.0,385066.0
2029,,495293.0,110227.0,385066.0
2030,,493994.0,108928.0,385066.0
2031,,492668.0,107602.0,385066.0
2032,,491347.0,106281.0,385066.0
2033,,490001.0,104935.0,385066.0
2034,,488669.0,103603.0,385066.0
2035,,487322.0,102256.0,385066.0
2036,,486001.0,100935.0,385066.0
2037,,484680.0,99614.0,385066.0
2038,,483379.0,98313.0,385066.0
2039,,482096.0,97030.0,385066.0
2040,,480840.0,95774.0,385066.0
