year,Base case cost,Modeled residential ashp
2017,5925813.23946,5948970.09366
2018,6215447.23545,6167491.7331
2019,6575029.66467,6429294.67206
2020,6738111.26259,6544968.03228
2021,6864002.22158,6638265.82784
2022,6970261.8324,6720821.31981
2023,7022645.35286,6758389.76599
2024,7083661.94182,6804591.28067
2025,7148006.64805,6851157.89776
2026,7185271.75521,6870644.91578
2027,7194640.06771,6862235.13914
2028,7172556.46951,6825336.46666
2029,7243869.58658,6878871.49459
2030,7272844.06802,6895993.91661
2031,7318271.91484,6920680.65944
