year,Base case cost,Modeled non-residential ashp
2017,8004765.22981,9377452.06154
2018,8406283.18833,9750566.89166
2019,8958370.3813,10263599.7831
2020,9226049.02032,10512343.0032
2021,9410078.08464,10683353.967
2022,9543917.40415,10807725.577
2023,9627566.97884,10885457.8333
2024,9711216.55353,10963190.0896
2025,9811596.04316,11056468.7971
2026,9911975.53279,11149747.5046
2027,10012355.0224,11243026.2121
2028,10096004.5971,11320758.4684
2029,10196384.0867,11414037.176
2030,10263303.7465,11476222.981
2031,10380413.1511,11585048.1398
