year,Base case cost,Modeled non-residential ashp
2017,747005.459874,883207.091934
2018,799451.196766,928098.66835
2019,872198.50923,991409.780935
2020,904342.670551,1018058.91681
2021,928027.842051,1037114.7767
2022,944945.821694,1050106.03405
2023,955096.609479,1057031.39016
2024,965247.397265,1064009.58996
2025,977089.983015,1072569.3982
2026,990624.366729,1082709.60537
2027,1002466.95248,1091369.02378
2028,1012617.74026,1098546.49995
2029,1024460.32601,1107300.91402
2030,1032919.31584,1113041.1561
2031,1046453.69955,1123416.16837
