year,Base case cost,Modeled residential ashp
2017,17623.5324007,108055.027525
2018,18980.220294,110225.034409
2019,20779.3064134,113433.559825
2020,21605.1164355,114427.829589
2021,22165.4875219,114833.462893
2022,22607.8857479,114988.740266
2023,21943.5278469,113827.869979
2024,22198.1767341,113605.714351
2025,22452.8256212,113402.804741
2026,22792.3574707,113418.3593
2027,23075.3006787,113319.155475
2028,23301.6552451,113104.763053
2029,24613.4243729,114108.075634
2030,24819.8768784,113870.117125
2031,25173.7954593,113987.628382
