year,Base case cost,Modeled solar power (pv)
2016,359395.474194,361680.12886
2017,414407.271814,415736.562108
2018,454966.281395,455580.206641
2019,508751.054971,508467.441789
2020,533439.14776,532700.160873
2021,550191.782153,549121.673677
2022,562575.367453,561231.931629
2023,570498.964177,568963.860917
2024,577556.658865,575834.586216
2025,585468.393918,583563.952193
2026,596017.373988,593898.149691
2027,604808.190714,602503.600747
2028,611840.844094,609379.620659
2029,623374.34292,620724.47963
2030,630487.392075,627701.080715
2031,641083.818833,638105.622055
2032,651680.24559,648514.700359
2033,661288.199703,657939.753846
2034,672750.528497,669212.002366
2035,678922.551695,675267.091951
