year,Base case cost,Modeled non-residential ashp
2017,23101.3870477,64239.3495189
2018,24879.7690096,66494.2438133
2019,27238.058133,69624.5492833
2020,28320.5515012,70858.7963955
2021,29055.1005724,71582.3947577
2022,29635.0077339,72083.8061712
2023,29982.9520308,72247.3568406
2024,30330.8963277,72419.2526138
2025,30678.8406246,72599.2979235
2026,31142.7663538,72960.5048601
2027,31529.3711281,73214.0150717
2028,31838.6549476,73359.6463887
2029,32263.9201994,73685.8927708
2030,32534.5435414,73788.4399313
2031,32998.4692706,74186.727507
