year,Base case cost,Modeled non-residential ashp
2017,109601.841287,323409.579289
2018,115611.29253,322894.705947
2019,123784.146219,323773.174973
2020,127870.573063,322296.283321
2021,130514.73161,320046.855219
2022,132437.756007,317455.015578
2023,133880.024306,314662.752147
2024,134841.536504,311668.007582
2025,136283.804802,309045.148983
2026,137966.45115,306648.120881
2027,139408.719448,304186.819582
2028,140610.609697,301659.374153
2029,142052.877995,299352.14587
2030,143014.390193,296831.068465
2031,144697.036541,294814.869487
