year,Base case cost,Modeled residential ashp
2017,70494.5138964,478583.254442
2018,74359.7166988,468555.889251
2019,80569.185651,459051.033306
2020,83228.9776611,449994.497047
2021,85954.6194512,442533.228273
2022,87221.088211,434465.824694
2023,89201.4430622,427737.091679
2024,89842.0784078,420289.280044
2025,91852.0371221,413931.339978
2026,92986.1006671,406638.114123
2027,95031.2139686,400640.712444
2028,95850.5105651,393798.500334
2029,96833.6664809,387049.451376
2030,98589.9162141,381671.241475
2031,99749.8831393,375170.926289
