year,Base case cost,Modeled residential ashp
2017,666334.574161,1116871.71625
2018,738228.168966,1171412.40274
2019,829554.716686,1242883.68547
2020,890781.441111,1290148.69916
2021,943273.711512,1330614.48347
2022,992385.841529,1368642.1842
2023,1045745.16661,1411854.4307
2024,1088488.68767,1445136.54084
2025,1133634.43565,1480760.7959
2026,1191549.22735,1528842.54254
2027,1240238.67873,1568124.37812
2028,1294423.10432,1613569.52444
2029,1346785.97232,1656621.93179
2030,1400565.75478,1702245.69636
2031,1463565.30527,1756263.08131
