year,annotation,consumption,consumption residential,consumption non-residential
2003,,1643567.0,715844.0,927723.0
2004,,1570772.0,702011.0,868761.0
2005,,1600388.0,704784.0,895604.0
2006,,1652033.0,731325.0,920708.0
2007,,1566692.0,687195.0,879497.0
2008,,1637256.0,733293.0,903963.0
2009,,1677922.0,700138.0,977784.0
2010,,1639299.0,717156.0,922143.0
2011,,1685467.0,722805.0,962662.0
2012,,1735056.0,770480.0,964576.0
2013,,1757355.0,764732.0,992623.0
2014,,1618121.0,685519.0,932602.0
2015,,1718456.0,648448.0,1070008.0
2016,start of forecast,1697786.0,699375.0,998411.0
2017,,1694741.0,696330.0,998411.0
2018,,1691630.0,693219.0,998411.0
2019,,1688465.0,690054.0,998411.0
2020,,1685257.0,686846.0,998411.0
2021,,1682005.0,683594.0,998411.0
2022,,1678696.0,680285.0,998411.0
2023,,1675318.0,676907.0,998411.0
2024,,1671876.0,673465.0,998411.0
2025,,1668404.0,669993.0,998411.0
2026,,1664902.0,666491.0,998411.0
2027,,1661328.0,662917.0,998411.0
2028,,1657748.0,659337.0,998411.0
2029,,1654078.0,655667.0,998411.0
2030,,1650355.0,651944.0,998411.0
2031,,1646582.0,648171.0,998411.0
2032,,1642775.0,644364.0,998411.0
2033,,1638912.0,640501.0,998411.0
2034,,1634978.0,636567.0,998411.0
2035,,1630961.0,632550.0,998411.0
2036,,1626853.0,628442.0,998411.0
2037,,1622649.0,624238.0,998411.0
2038,,1618376.0,619965.0,998411.0
2039,,1614045.0,615634.0,998411.0
2040,,1609644.0,611233.0,998411.0
