year,Base case cost,Modeled residential ashp
2017,729901.515279,1073794.41566
2018,773375.455279,1105849.30839
2019,819401.861016,1139183.38089
2020,845987.157463,1156375.74011
2021,863138.961622,1165276.64195
2022,889016.13568,1183413.17125
2023,898580.40248,1185833.23949
2024,905536.23288,1186058.38396
2025,915100.49968,1188763.68464
2026,925534.24528,1192386.35119
2027,935098.51208,1195363.67074
2028,942923.82128,1196912.74965
2029,952488.088081,1200149.48656
2030,958574.439681,1200392.41536
2031,969877.664081,1205436.0394
