year,Base case cost,Modeled non-residential ashp
2017,1316369.60514,1523239.42159
2018,1394774.39268,1595955.22184
2019,1498268.71224,1693245.09936
2020,1546879.68051,1737060.97326
2021,1578241.59553,1764128.3315
2022,1603331.12754,1785157.37863
2023,1620580.1808,1798615.85707
2024,1633124.94681,1807562.49561
2025,1650374.00007,1821177.32189
2026,1669191.14908,1836397.89825
2027,1686440.20234,1850161.82947
2028,1700553.06409,1860937.07533
2029,1717802.11735,1874843.20407
2030,1728778.78761,1882696.68751
2031,1749164.03237,1899799.05359
