year,Base case cost,Modeled residential ashp
2017,39976.6503111,51789.6111131
2018,44185.4574943,54373.8238758
2019,47741.6276693,55594.6395711
2020,50491.5296016,57227.6328393
2021,52366.4627372,58341.0373403
2022,50933.9988117,56350.1190826
2023,51881.7256939,56891.6973597
2024,49805.6265926,54460.218229
2025,50701.116018,54949.5590492
2026,48692.1769028,52483.7027531
2027,49535.4288714,52920.8061166
2028,47158.9643935,50188.9616093
2029,44875.7786301,47448.858665
2030,45429.8614213,47698.3300024
2031,43075.7807373,44836.5635619
