year,Base case cost,Modeled residential ashp
2017,1097540.35693,1543143.97038
2018,1183719.0092,1624902.01243
2019,1284805.31603,1720094.17231
2020,1333242.50472,1765707.08226
2021,1364831.97561,1795454.63222
2022,1390103.55232,1819252.67219
2023,1406951.27012,1835118.03217
2024,1419587.05848,1847017.05215
2025,1436434.77628,1862882.41213
2026,1455388.45882,1880730.94211
2027,1486008.25188,1910368.37734
2028,1500887.90711,1924388.46948
2029,1520018.8924,1942414.30222
2030,1530647.21757,1952428.65374
2031,1551903.86789,1972457.35678
