year,Base case cost,Modeled non-residential ashp
2017,1097540.35693,1391759.59835
2018,1183719.0092,1476451.8953
2019,1284805.31603,1575556.39505
2020,1333242.50472,1623043.96784
2021,1364831.97561,1654014.12402
2022,1390103.55232,1678790.24895
2023,1406951.27012,1695307.66558
2024,1419587.05848,1707695.72805
2025,1436434.77628,1724213.14467
2026,1455388.45882,1742795.23837
2027,1486008.25188,1773084.73025
2028,1500887.90711,1787675.37195
2029,1520018.8924,1806434.76841
2030,1530647.21757,1816856.65534
2031,1551903.86789,1837700.42919
