year,Base case cost,Modeled non-residential ashp
2017,1818036.79752,2416860.53235
2018,1959984.90959,2550629.39529
2019,2157135.06524,2736419.48271
2020,2262090.71761,2836149.5037
2021,2329547.20592,2899743.5688
2022,2377163.55061,2944633.49712
2023,2408907.7804,2974560.11599
2024,2436683.98147,3000745.90751
2025,2468428.21126,3030672.52638
2026,2508108.4985,3068080.79997
2027,2559864.15617,3117791.64537
2028,2587815.53652,3144152.61616
2029,2623753.02553,3178045.29289
2030,2647711.35154,3200640.41071
2031,2704486.1136,3255143.15913
