year,Base case cost,Modeled non-residential ashp
2017,637534.574394,821727.995744
2018,713307.126268,888931.487876
2019,817820.990923,984332.252202
2020,864852.230018,1023807.25075
2021,898819.23603,1050687.08783
2022,924947.702194,1070066.38547
2023,943237.628509,1081941.70602
2024,956301.86159,1088858.76351
2025,974591.787905,1101010.56396
2026,995494.560836,1115844.83465
2027,1011171.64053,1125711.23576
2028,1026848.72023,1135704.85623
2029,1047751.49316,1150920.85653
2030,1058202.87963,1156061.89824
2031,1079105.65256,1171517.70663
