year,Base case cost,Modeled residential ashp
2017,516472.385592,1007568.23852
2018,586467.86131,1054636.19004
2019,677333.826004,1120834.86191
2020,726726.935212,1150245.27223
2021,766120.154554,1171016.71224
2022,793974.345301,1181211.06366
2023,821061.721754,1191591.7039
2024,838206.286699,1192779.04067
2025,866003.399088,1204580.14455
2026,890586.296115,1213314.98777
2027,916818.735237,1224424.18634
2028,937231.339692,1230040.58425
2029,968958.911797,1246901.38844
2030,985011.960766,1249179.41424
2031,1010982.78584,1260899.92943
