year,Base case cost,Modeled non-residential ashp
2017,507809.911297,768561.31587
2018,550703.730269,810002.419066
2019,610117.735745,867425.665884
2020,637525.477716,893811.126383
2021,652453.413301,908093.410511
2022,663650.588865,918752.543195
2023,667860.380745,922639.509347
2024,665887.789544,920344.092417
2025,669653.078591,923786.555736
2026,676467.556648,930170.599489
2027,675130.554286,928456.967111
2028,678229.089084,931232.67618
2029,676195.698951,928822.656031
2030,677310.31965,929668.25529
2031,676105.136251,928032.637586
