year,Base case cost,Modeled residential ashp
2017,600846.806646,1584630.34379
2018,690568.154294,1354117.47406
2019,806024.107059,1058516.21303
2020,872045.488928,892538.367222
2021,924946.542167,769066.16994
2022,970079.516466,654853.20514
2023,1002477.42752,568031.029389
2024,1033224.36799,481086.844081
2025,1065532.93779,397197.418016
2026,1105851.55777,307352.10312
2027,1148843.46654,229316.073378
2028,1192267.16039,160814.448629
2029,1206148.83695,48704.7284009
2030,1218516.46281,-32744.7287784
2031,1253075.21588,-129268.162024
