year,Base case cost,Modeled non-residential ashp
2017,153396.42216,165268.236879
2018,169075.02216,179287.087434
2019,191473.02216,199542.869979
2020,202112.07216,208916.376191
2021,209391.42216,215188.66638
2022,214990.92216,219915.74169
2023,218910.57216,223097.343101
2024,222270.27216,225770.728584
2025,225629.97216,228454.406584
2026,230669.52216,232704.40225
2027,234589.17216,235926.702699
2028,237948.87216,238639.833341
2029,242428.47216,242399.835888
2030,244668.27216,244093.958186
2031,249707.82216,248390.785117
